JS_ID,Com_ID,WE_Role,Proficiency,Domain
41617,14363,Insurance Underwriter,Project Management,Business
41617,119,IT Support Specialist,Project Management,Business
41617,119,IT Support Specialist,Public Speaking,Communication
65554,34672,Network Analyst,Data Analysis,Statistics
65554,56867,Speech-Language Pathologist,Problem Solving,Mathematics
65554,56867,Speech-Language Pathologist,Project Management,Business
65554,23873,Physical Therapist,Data Analysis,Statistics
65554,18869,Research Scientist,Project Management,Business
99284,22617,Brand Manager,Public Speaking,Communication
22944,8786,Environmental Engineer,Data Analysis,Statistics
22944,76875,Financial Risk Analyst,Problem Solving,Mathematics
22944,9361,Software Developer,Digital Marketing,Business
60866,62823,Public Relations Specialist,Problem Solving,Mathematics
60866,62823,Public Relations Specialist,Graphic Design,Design
60866,62823,Public Relations Specialist,Marketing,Business
60866,62823,Public Relations Specialist,Public Speaking,Communication
93310,43999,Business Development Executive,Creative Writing,Literature
93310,43999,Business Development Executive,Programming,Computer Science
93310,5692,IT Administrator,Data Analysis,Statistics
93310,5692,IT Administrator,Project Management,Business
93310,5692,IT Administrator,Web Development,Computer Science
93310,39792,Brand Strategist,Creative Writing,Literature
93310,99593,SEO Specialist,Problem Solving,Mathematics
93310,99593,SEO Specialist,Graphic Design,Design
51451,6045,Technical Support Engineer,Problem Solving,Mathematics
51451,6045,Technical Support Engineer,Graphic Design,Design
51451,48431,Physical Therapist,Data Analysis,Statistics
51451,48431,Physical Therapist,Digital Marketing,Business
51451,22899,Legal Secretary,Programming,Computer Science
51451,22899,Legal Secretary,Creative Writing,Literature
51451,22899,Legal Secretary,Web Development,Computer Science
84154,80507,Marketing Communications Manager,Graphic Design,Design
84154,80507,Marketing Communications Manager,Public Speaking,Communication
84154,80507,Marketing Communications Manager,Programming,Computer Science
26894,12548,Financial Clerk,Data Analysis,Statistics
26894,12548,Financial Clerk,Problem Solving,Mathematics
26894,12548,Financial Clerk,Marketing,Business
26894,12548,Financial Clerk,Project Management,Business
26894,2449,IT Auditor,Data Analysis,Statistics
26894,2449,IT Auditor,Graphic Design,Design
26894,2449,IT Auditor,Creative Writing,Literature
26894,2449,IT Auditor,Programming,Computer Science
26894,9916,Real Estate Agent,Data Analysis,Statistics
26894,9916,Real Estate Agent,Graphic Design,Design
26894,9916,Real Estate Agent,Public Speaking,Communication
26894,80656,Digital Content Creator,Programming,Computer Science
26894,92887,Production Supervisor,Digital Marketing,Business
26894,92887,Production Supervisor,Web Development,Computer Science
52850,98856,Production Supervisor,Marketing,Business
52850,98856,Production Supervisor,Creative Writing,Literature
52850,98856,Production Supervisor,Problem Solving,Mathematics
52850,98856,Production Supervisor,Public Speaking,Communication
52850,98856,Production Supervisor,Programming,Computer Science
36535,80294,Recruitment Specialist,Digital Marketing,Business
36535,80294,Recruitment Specialist,Public Speaking,Communication
36535,80656,Accountant,Digital Marketing,Business
36535,80656,Accountant,Marketing,Business
82349,15205,Research Scientist,Data Analysis,Statistics
82349,15205,Research Scientist,Graphic Design,Design
82349,15205,Research Scientist,Project Management,Business
82349,15205,Research Scientist,Programming,Computer Science
82349,74593,Legal Secretary,Digital Marketing,Business
82349,74593,Legal Secretary,Graphic Design,Design
82349,74593,Legal Secretary,Creative Writing,Literature
82349,74593,Legal Secretary,Web Development,Computer Science
82349,43999,Brand Strategist,Problem Solving,Mathematics
82349,43999,Brand Strategist,Public Speaking,Communication
82349,43999,Brand Strategist,Creative Writing,Literature
82349,43999,Brand Strategist,Web Development,Computer Science
62336,23873,Biomedical Engineer,Problem Solving,Mathematics
62336,23873,Biomedical Engineer,Digital Marketing,Business
62336,23873,Biomedical Engineer,Project Management,Business
62336,23873,Biomedical Engineer,Web Development,Computer Science
62336,41804,Dental Hygienist,Problem Solving,Mathematics
62336,41804,Dental Hygienist,Marketing,Business
62336,213,Nurse Practitioner,Project Management,Business
62336,213,Nurse Practitioner,Web Development,Computer Science
69052,17694,Systems Analyst,Data Analysis,Statistics
69052,17694,Systems Analyst,Marketing,Business
69052,17694,Systems Analyst,Creative Writing,Literature
69052,17694,Systems Analyst,Web Development,Computer Science
69052,19218,Operations Manager,Problem Solving,Mathematics
69052,19218,Operations Manager,Web Development,Computer Science
69052,19218,Operations Manager,Project Management,Business
69052,19218,Operations Manager,Programming,Computer Science
69052,28057,IT Security Specialist,Marketing,Business
69052,28057,IT Security Specialist,Project Management,Business
69052,28057,IT Security Specialist,Creative Writing,Literature
97433,46441,Market Research Analyst,Graphic Design,Design
2724,8321,HR Manager,Data Analysis,Statistics
2724,8321,HR Manager,Digital Marketing,Business
2724,8321,HR Manager,Web Development,Computer Science
2724,47708,Architect,Graphic Design,Design
2724,47708,Architect,Digital Marketing,Business
2724,47708,Architect,Project Management,Business
2724,47708,Architect,Public Speaking,Communication
2724,42509,IT Project Manager,Data Analysis,Statistics
2724,42509,IT Project Manager,Problem Solving,Mathematics
2724,42509,IT Project Manager,Digital Marketing,Business
2724,42509,IT Project Manager,Web Development,Computer Science
2724,70864,Financial Analyst,Data Analysis,Statistics
2724,70864,Financial Analyst,Project Management,Business
36283,83911,Financial Manager,Problem Solving,Mathematics
36283,83911,Financial Manager,Public Speaking,Communication
36283,41181,Physical Therapist,Problem Solving,Mathematics
36283,41181,Physical Therapist,Graphic Design,Design
36283,41181,Physical Therapist,Public Speaking,Communication
36283,41181,Physical Therapist,Creative Writing,Literature
36283,46441,Event Manager,Data Analysis,Statistics
36283,46441,Event Manager,Graphic Design,Design
36283,46441,Event Manager,Public Speaking,Communication
36283,74230,Graphic Artist,Creative Writing,Literature
36283,94380,Logistics Manager,Marketing,Business
36283,94380,Logistics Manager,Project Management,Business
54806,35142,Digital Marketing Manager,Problem Solving,Mathematics
54806,35142,Digital Marketing Manager,Digital Marketing,Business
54806,35142,Digital Marketing Manager,Marketing,Business
54806,35142,Digital Marketing Manager,Public Speaking,Communication
54806,28057,IT Administrator,Graphic Design,Design
54806,28057,IT Administrator,Creative Writing,Literature
54806,28057,IT Administrator,Web Development,Computer Science
54806,92887,Marketing Specialist,Data Analysis,Statistics
54806,92887,Marketing Specialist,Project Management,Business
54806,92887,Marketing Specialist,Programming,Computer Science
54806,45130,Customer Service Representative,Programming,Computer Science
77737,98753,UX Designer,Problem Solving,Mathematics
77737,98753,UX Designer,Graphic Design,Design
77737,98753,UX Designer,Programming,Computer Science
77737,98753,UX Designer,Web Development,Computer Science
77737,5413,Medical Technologist,Data Analysis,Statistics
77737,5413,Medical Technologist,Marketing,Business
77737,5413,Medical Technologist,Project Management,Business
77737,5413,Medical Technologist,Public Speaking,Communication
33751,16706,Lawyer,Problem Solving,Mathematics
33751,16706,Lawyer,Marketing,Business
33751,16706,Lawyer,Creative Writing,Literature
33751,16706,Lawyer,Programming,Computer Science
33751,23985,Investment Analyst,Problem Solving,Mathematics
33751,23985,Investment Analyst,Graphic Design,Design
33751,84040,Architect,Public Speaking,Communication
33751,84040,Architect,Creative Writing,Literature
27965,43999,Public Relations Manager,Marketing,Business
27965,43999,Public Relations Manager,Web Development,Computer Science
27965,87831,Product Marketing Manager,Project Management,Business
27965,13567,Interior Designer,Project Management,Business
27965,13567,Interior Designer,Public Speaking,Communication
27965,13567,Interior Designer,Web Development,Computer Science
27965,13567,IT Manager,Marketing,Business
27965,13567,IT Manager,Programming,Computer Science
27965,66608,Customer Experience Manager,Graphic Design,Design
14858,66608,Speech-Language Pathologist,Data Analysis,Statistics
14858,66608,Speech-Language Pathologist,Graphic Design,Design
14858,66608,Speech-Language Pathologist,Web Development,Computer Science
14858,52093,Environmental Scientist,Problem Solving,Mathematics
14858,52093,Environmental Scientist,Public Speaking,Communication
14858,52093,Environmental Scientist,Programming,Computer Science
20611,70634,Supply Chain Analyst,Public Speaking,Communication
20611,70634,Supply Chain Analyst,Web Development,Computer Science
20611,93307,User Interface Designer,Programming,Computer Science
20611,93307,User Interface Designer,Marketing,Business
20611,93307,User Interface Designer,Web Development,Computer Science
20611,62746,HR Director,Problem Solving,Mathematics
20611,62746,HR Director,Digital Marketing,Business
20611,62746,HR Director,Project Management,Business
20611,62746,HR Director,Public Speaking,Communication
20611,63492,Medical Office Manager,Data Analysis,Statistics
20611,63492,Medical Office Manager,Creative Writing,Literature
20611,63492,Medical Office Manager,Web Development,Computer Science
20611,93307,Marketing Communications Manager,Project Management,Business
20611,93307,Marketing Communications Manager,Programming,Computer Science
66355,66589,Healthcare Consultant,Project Management,Business
66355,66589,Healthcare Consultant,Public Speaking,Communication
66355,66589,Healthcare Consultant,Web Development,Computer Science
66355,23873,Cybersecurity Engineer,Creative Writing,Literature
66355,23873,Cybersecurity Engineer,Programming,Computer Science
66355,70386,Investment Advisor,Programming,Computer Science
66355,80656,Public Relations Manager,Marketing,Business
66355,80656,Public Relations Manager,Web Development,Computer Science
71101,19052,Data Entry Specialist,Data Analysis,Statistics
71101,19052,Data Entry Specialist,Web Development,Computer Science
71101,96774,Cybersecurity Engineer,Digital Marketing,Business
71101,96774,Cybersecurity Engineer,Programming,Computer Science
71101,56550,Operations Supervisor,Data Analysis,Statistics
71101,56550,Operations Supervisor,Marketing,Business
71101,56550,Operations Supervisor,Web Development,Computer Science
71101,92887,Environmental Scientist,Marketing,Business
71101,70864,Legal Secretary,Digital Marketing,Business
71101,70864,Legal Secretary,Creative Writing,Literature
28546,5216,Operations Supervisor,Web Development,Computer Science
28546,3758,Web Developer,Problem Solving,Mathematics
28546,3758,Web Developer,Creative Writing,Literature
28546,3758,Web Developer,Programming,Computer Science
28546,14622,Business Consultant,Problem Solving,Mathematics
28546,14622,Business Consultant,Graphic Design,Design
28546,14622,Business Consultant,Programming,Computer Science
28546,91043,Business Development Coordinator,Graphic Design,Design
28546,91043,Business Development Coordinator,Project Management,Business
28546,91043,Business Development Coordinator,Public Speaking,Communication
