JS_ID,Com_ID,WE_Role,WE_Salary,Duration,Year
78988,23985,IT Manager,5351400,3,2010
78988,53725,IT Security Specialist,7950900,10,2018
78988,98302,Data Entry Clerk,8055800,7,2020
78988,97295,Graphic Designer,7044200,1,2020
78988,42897,Public Relations Coordinator,600100,1,2001
18366,70400,Content Manager,759400,6,2019
26268,82267,Network Technician,4116800,9,2000
26268,70548,Public Accountant,3967000,2,2000
3695,34910,User Interface Designer,1859700,9,2019
3695,28057,Insurance Agent,1991600,4,2020
3695,71698,Technical Support Specialist,2442300,7,2001
3695,43521,IT Auditor,9960500,1,2009
43362,56550,Customer Success Manager,5459200,6,2015
43362,50925,Research Scientist,8166300,1,2008
43362,19218,Business Development Executive,7447600,3,2017
43362,23873,Account Coordinator,7472600,10,2013
43362,5216,Physical Therapy Assistant,8132000,1,2012
90377,71362,Marketing Director,8253400,7,2016
90377,9750,Data Entry Clerk,7575800,6,2007
90377,76875,Systems Analyst,2623900,5,2017
90377,71362,Physical Therapist,1602600,8,2015
90377,1498,Financial Risk Analyst,4414600,7,2008
78822,34672,Systems Administrator,5980500,3,2014
78822,5216,Customer Support Specialist,8766400,9,2012
78822,22617,Content Manager,759400,8,2015
78822,20995,Legal Counsel,2644500,8,2009
78822,91043,Architect,8017000,9,2019
47900,98753,Data Entry Clerk,988700,6,2016
47900,5834,Technical Support Engineer,4311900,8,2008
65661,13567,Nurse Practitioner,6434200,7,2012
65661,34863,Marketing Specialist,957700,10,2010
65661,22899,Project Manager,9106000,4,2000
65661,21063,Occupational Therapist,9281200,6,2006
5126,56867,Executive Assistant,4686100,2,2005
25265,9750,HR Assistant,1729800,3,2008
25265,74230,Sales Manager,8726400,9,2015
25265,50925,Mechanical Engineer,8464900,7,2012
25265,46650,Physical Therapist,7098200,1,2006
76373,48431,Insurance Underwriter,207300,2,2000
20675,31445,Purchasing Manager,6985700,7,2002
20675,56188,IT Consultant,6008800,2,2008
20675,52093,Financial Analyst,4836100,5,2013
20675,80656,IT Consultant,9906100,8,2015
20675,8321,HR Recruiter,6340000,10,2004
28572,8786,Retail Manager,3512900,1,2015
28572,17808,Software Developer,4509700,1,2003
93344,53725,Customer Support Specialist,5968100,6,2015
93344,2449,Marketing Analyst,8458900,1,2016
93344,21063,SEO Specialist,9576600,9,2000
99399,49858,Event Coordinator,5601900,3,2015
99399,66608,Legal Assistant,8545300,8,2001
99399,66608,Digital Marketing Manager,876000,6,2016
99399,44556,Systems Administrator,473900,9,2012
99399,34338,Technical Support Specialist,6214600,10,2006
